,,,,,,,,,,,,"""=LOOKUP(RAND(), $I$51:$I$54, $G$51:$G$54)""",,,,,,,,,,,Distance Between (km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,29,125.7,105.3166667,98.23333333,68.25,79.06666667,69.36666667,45.86666667,38.83333333,38.63333333,31.8,106.25,35.4,93.78333333,36.03333333,24.4,86.36666667,17.16666667,87.65,31.86666667,95.16666667,127.9,21.31666667,22,84.28333333,21.66666667,109.3333333,17.25,22.93333333,28.1,0,18,10.51666667,22.13333333,45.96666667,194.4,79.15,31.48333333,17.08333333,34.31666667,28.7,24.16666667,15.31666667,22.98333333,25.06666667,35.86666667,24.1,38.05,41.13333333,26.56666667,37.36666667,296,41.51666667,54.61666667,38.6,28.08333333,40.88333333,35.35,61.33333333,46.16666667,31.6,59.33333333,38.08333333,70.28333333,38.21666667,40.1,50.26666667,55.78333333,40.21666667,62.43333333,57.95,39.55,90.58333333,69.78333333,59.26666667,88.96666667,127.95,66.98333333,60.75,64.91666667,107.4166667,81.8,71.7,110.1333333,64.86666667,85.55,69.45,75.38333333,75.93333333,77.93333333,77.7,113.7,89.55,145.5333333,230.45,97.83333333,114.2833333,135.1666667,218.1666667,130.95,119.15,124.6,117.0666667,137.8,412.1,169.2666667,138.6166667,153.3666667,178.6833333,168.7333333,508.25,187.7833333,185.9,413.5166667,429.05,33.8,124.6666667,104.7833333,120.9,97,69.36666667,63.71666667,69.35,32.58333333,92.88333333,90.25,28.1,129.8333333,16.4,108.7666667,15.71666667,21.68333333,15.2,11.93333333,35.08333333,35.16666667,78.58333333,199.85,19.93333333,21,34.56666667,35.65,66.81666667,67.11666667,55.8,43.95,48.8,28.61666667,61.41666667,87.08333333,38.45,53.96666667,67.1,126.6166667,61.16666667,107.3333333,77.53333333,111.8,64.83333333,72.28333333,74.55,89.4,109.7166667,96.76666667,144.9333333,217.85,114.8,134.3,162.8666667,152.4,180.4666667,190.85,412.5333333,426.8833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,30,132.0166667,111.6333333,104.55,74.56666667,85.38333333,75.68333333,52.18333333,45.15,44.95,38.11666667,112.9166667,41.71666667,100.4333333,29.11666667,30.71666667,93.01666667,23.48333333,94.3,38.18333333,101.8166667,118.8333333,27.63333333,28.31666667,90.95,20.5,100.2833333,23.56666667,29.25,34.43333333,16.91666667,0,19.83333333,13.08333333,51.83333333,185.3333333,70.08333333,21.41666667,23.73333333,40.96666667,18.63333333,30.83333333,29.38333333,29.63333333,31.71666667,42.51666667,30.5,44.7,32.41666667,33.21666667,44.03333333,286.95,48.16666667,45.55,45.25,34.75,47.53333333,44.05,52.28333333,52.81666667,38.25,65.98333333,44.73333333,76.95,44.88333333,46.75,56.91666667,62.43333333,46.88333333,69.1,48.88333333,46.2,81.51666667,76.43333333,65.91666667,79.9,118.8833333,73.63333333,58.71666667,71.58333333,98.35,88.45,78.35,116.7833333,71.53333333,91.76666667,76.1,82.03333333,82.58333333,84.6,84.35,120.35,96.2,141.9333333,221.3833333,104.4833333,123.5166667,133.2833333,209.1,137.6,125.8,131.2666667,123.7166667,144.45,403.0333333,166.3666667,145.2666667,160.0166667,185.3333333,175.3833333,499.1833333,194.45,192.55,404.45,419.9833333,40.46666667,130.9833333,111.1,127.2166667,103.3333333,75.68333333,70.03333333,75.66666667,38.91666667,99.55,96.9,34.41666667,120.7666667,22.71666667,99.7,22.03333333,28,21.51666667,18.26666667,41.4,41.48333333,69.51666667,190.7833333,30.8,27.66666667,41.21666667,42.3,73.46666667,73.76666667,46.73333333,50.6,55.46666667,35.28333333,52.35,78.01666667,45.1,60.61666667,73.76666667,117.55,59.15,98.26666667,84.2,118.45,71.48333333,78.93333333,81.2,96.06666667,108.9666667,103.4166667,141.35,208.7833333,121.45,140.95,162.8666667,159.05,187.1166667,197.5,403.4666667,417.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,31,123,102.6166667,95.53333333,65.56666667,76.36666667,66.66666667,43.16666667,36.13333333,35.93333333,29.1,100.1833333,32.7,87.7,36.86666667,21.81666667,80.28333333,14.46666667,81.56666667,29.28333333,89.08333333,121.2,18.61666667,19.4,78.21666667,24.71666667,102.6333333,14.55,20.35,25.51666667,10.26666667,21.05,0,25.18333333,39.9,187.7,72.45,34.53333333,11.31666667,28.23333333,31.75,18.1,17.33333333,16.9,18.98333333,29.78333333,17.76666667,31.96666667,34.43333333,20.48333333,31.28333333,289.3,35.43333333,47.91666667,32.51666667,22.01666667,34.8,29.26666667,54.63333333,40.08333333,25.51666667,53.25,32,64.21666667,32.13333333,34.01666667,44.18333333,49.7,34.15,56.36666667,51.25,33.46666667,83.88333333,63.7,53.18333333,82.26666667,121.25,60.9,54.66666667,58.85,100.7166667,75.71666667,65.61666667,104.05,58.8,79.46666667,63.36666667,69.3,69.85,71.86666667,71.61666667,107.6166667,83.46666667,139.45,223.75,91.75,108.2,129.0833333,211.4666667,124.8666667,113.0666667,118.5166667,110.9833333,131.7166667,405.4,163.1833333,132.5333333,147.2833333,172.6,162.65,501.55,181.7166667,179.8166667,406.8166667,422.3333333,27.73333333,121.9666667,102.0833333,118.2,94.31666667,66.66666667,61.01666667,66.65,29.9,86.81666667,84.16666667,25.5,123.1333333,13.7,102.0666667,13.01666667,19.08333333,12.61666667,10.33333333,32.5,32.58333333,71.88333333,193.15,18.06666667,14.93333333,28.48333333,29.56666667,60.73333333,61.03333333,49.1,37.86666667,42.73333333,22.55,54.71666667,80.38333333,32.36666667,47.88333333,61.03333333,119.9166667,55.08333333,100.6333333,71.46666667,105.7166667,58.75,66.2,68.46666667,83.33333333,103.6333333,90.68333333,138.8666667,211.15,108.7166667,128.2166667,156.7833333,146.3166667,174.3833333,184.7666667,405.8333333,420.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,32,135.9166667,115.55,108.4666667,78.48333333,89.28333333,79.6,56.1,49.06666667,48.86666667,42.03333333,116.8166667,45.63333333,104.35,29.06666667,34.63333333,96.93333333,27.4,98.21666667,42.1,105.7333333,116.15,31.55,32.21666667,94.85,24.4,97.58333333,27.46666667,33.16666667,38.33333333,20.81666667,10.48333333,23.73333333,0,55.75,182.6333333,67.38333333,18.71666667,27.63333333,44.86666667,13.75,34.73333333,33.3,33.53333333,35.61666667,46.43333333,35.6,48.61666667,27.55,37.13333333,47.93333333,284.25,52.06666667,42.85,49.15,38.65,51.43333333,47.05,49.58333333,56.73333333,42.16666667,69.9,48.63333333,80.85,48.78333333,50.66666667,60.83333333,66.35,50.78333333,73,46.18333333,50.11666667,78.81666667,80.33333333,69.83333333,77.2,116.1833333,77.53333333,55.58333333,75.48333333,95.65,92.36666667,82.26666667,120.7,75.43333333,88.61666667,80.01666667,85.95,86.48333333,88.5,88.26666667,124.2666667,100.1166667,138.8,218.7,108.4,120.3666667,130.1333333,206.4,141.5166667,129.7,135.1666667,127.6333333,148.3666667,400.3333333,163.2333333,149.1833333,163.9333333,189.25,179.3,496.4833333,198.35,196.45,401.7666667,417.2833333,44.36666667,134.9,115.0166667,131.1166667,107.2333333,79.6,73.95,79.58333333,42.81666667,103.45,100.8,38.31666667,118.0666667,26.63333333,97,25.93333333,31.9,25.43333333,22.16666667,45.31666667,45.4,66.81666667,188.0833333,34.71666667,31.56666667,45.13333333,46.21666667,77.38333333,77.68333333,44.03333333,54.51666667,59.36666667,39.18333333,49.65,75.31666667,49.01666667,64.53333333,77.66666667,114.85,56,95.56666667,88.1,122.35,75.4,82.83333333,85.11666667,99.96666667,105.8166667,107.3166667,138.2,206.0833333,125.3666667,144.8666667,159.7333333,162.9666667,191.0333333,201.4,400.7833333,415.1166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,33,141.6,121.2333333,114.15,84.16666667,104.45,94.76666667,63.81666667,64.23333333,54.55,55.21666667,97.58333333,49.7,85.11666667,64.96666667,37.03333333,77.68333333,42.56666667,78.96666667,44.56666667,86.5,139.8666667,46.2,34.88333333,75.61666667,52.08333333,121.3,42.63333333,35.81666667,33.4,42.78333333,48.41666667,39.41666667,52.55,0,206.3666667,91.11666667,61.9,38.31666667,16.73333333,57.36666667,31.55,40.56666667,32.7,28.5,23.4,36.43333333,25.43333333,53.1,35.33333333,35.5,307.9666667,34.23333333,66.58333333,37.01666667,37.28333333,38.8,44.26666667,73.3,37.5,35.48333333,50.66666667,41.96666667,61.61666667,42.1,38.33333333,45.81666667,44.56666667,44.88333333,53.76666667,69.91666667,41.8,102.55,61.3,50.78333333,100.9333333,139.9166667,58.5,64.63333333,67.3,119.3833333,73.31666667,74.08333333,101.65,67.25,87.93333333,71.83333333,77.75,78.3,80.31666667,80.08333333,115.8,91.63333333,149.4166667,242.4166667,100.2166667,116.6666667,139.05,230.1333333,133.0333333,121.2333333,126.7,119.1666667,141.4,424.0666667,173.15,140.7166667,155.75,180.7666667,170.8166667,520.2166667,189.8833333,187.9833333,425.4833333,441.0166667,33.46666667,140.5833333,120.7,146.2833333,112.9166667,85.28333333,79.63333333,94.75,45.01666667,84.21666667,81.56666667,40.43333333,141.8,41.8,120.7333333,41.1,30.65,32.56666667,37.85,19.73333333,13.13333333,90.55,211.8166667,36.73333333,33.6,20.81666667,22.36666667,58.15,58.43333333,67.76666667,33.61666667,35.63333333,37.81666667,73.38333333,99.05,36.86666667,46.56666667,58.43333333,138.5833333,65.05,119.3,69.06666667,103.3166667,67.21666667,74.65,76.93333333,91.5,113.6,98.85,148.8166667,229.8166667,116.8833333,136.6833333,166.75,154.7833333,182.55,192.9333333,424.5,438.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,34,278.5333333,263.8333333,256.75,226.7666667,204.1166667,207.5,203.6833333,196.6833333,201.1,190.6666667,267.7166667,199.2166667,255.25,179.9166667,202.3333333,247.8333333,195.4666667,249.1166667,209.8833333,256.6333333,72.31666667,199.6166667,200.1833333,245.75,196.5166667,90.38333333,195.55,201.1333333,206.5166667,195.6333333,185.8833333,188.8166667,183.1666667,207.4166667,0,122.75,180.1333333,187.7166667,195.75,176.3,188.8833333,182.5166667,183.5833333,186.5,196.6,176.8333333,198.8,162.8666667,188.0333333,198.8333333,105.35,202.9833333,145.95,200.0666667,189.55,202.35,187.5333333,143.7833333,207.6333333,193.0666667,220.8,199.55,231.75,199.6833333,201.5666667,211.7333333,217.25,201.6833333,223.9,165.8166667,201.0166667,152.1,231.25,220.7333333,165.65,98.25,228.45,197.65,226.3833333,185.7833333,243.2666667,233.1666667,271.6,226.3333333,230.6833333,230.9166667,236.85,237.4,239.4,239.1666667,275.1666667,251.0166667,233.7166667,92.25,259.3,257.7333333,235.2666667,94.31666667,292.4166667,280.6166667,286.0666667,278.5333333,299.2666667,249.0833333,267.4333333,300.0833333,296.9,340.15,330.2,317.5833333,349.25,347.3666667,289.6666667,305.2,195.2666667,277.5,263.3,236.8166667,255.5166667,227.8833333,222.2333333,209.25,201.5833333,254.35,251.7166667,205.75,74.25,194.7,89.8,194.0166667,200.0833333,193.6166667,191.3333333,213.4833333,205.35,125.0333333,9.2,178.7,177.8333333,195.3166667,196.4,228.2833333,228.5833333,148.4,205.4166667,209.6666667,190.0833333,143.85,133.7833333,199.9166667,215.4333333,228.5666667,96.91666667,198.0666667,185.7,239,273.2666667,226.3,233.75,236.0166667,250.8666667,225.35,258.2333333,233.0333333,94,276.2666667,295.7666667,276.2666667,295.9333333,341.9333333,352.3166667,288.6833333,303.0333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,35,180.7,160.3333333,153.25,123.2666667,103.0833333,106.45,100.1833333,93.16666667,97.58333333,87.16666667,151.6333333,95.7,139.1666667,76.4,86.25,131.7333333,79.36666667,133.0166667,93.78333333,140.55,56.81666667,83.53333333,84.1,129.6666667,84.53333333,38.25,79.45,85.03333333,90.41666667,79.53333333,69.78333333,72.71666667,67.08333333,91.31666667,123.3166667,0,75.16666667,71.61666667,79.65,60.2,72.8,66.43333333,67.5,70.4,80.51666667,60.73333333,82.7,46.76666667,71.93333333,82.75,224.9166667,86.88333333,29.86666667,83.96666667,73.46666667,86.25,71.43333333,27.68333333,91.53333333,76.96666667,104.7,83.45,115.6666667,83.6,85.46666667,95.63333333,101.15,85.6,107.8166667,49.71666667,84.91666667,36.96666667,115.15,104.6333333,46.75,68.25,112.35,81.55,110.3,66.88333333,127.1666667,117.0666667,155.5,110.25,114.5833333,114.8333333,120.75,121.3,123.3166667,123.0833333,159.0666667,134.9166667,114.8166667,170.75,143.2166667,141.6333333,116.3666667,158.4666667,176.3166667,164.5166667,169.9833333,162.4333333,183.1666667,352.4,148.5333333,184,180.8166667,224.05,214.1,437.15,233.1666667,231.2666667,353.8166667,369.3333333,79.18333333,179.6833333,159.8,161.4166667,152.0166667,124.3833333,118.7333333,108.2,94.8,138.2666667,135.6166667,89.65,58.73333333,78.61666667,37.66666667,77.91666667,83.98333333,77.51666667,75.23333333,97.4,89.25,5.883333333,128.7666667,62.6,61.75,79.21666667,80.3,112.1833333,112.4833333,32.31666667,89.31666667,93.56666667,74,27.75,27.38333333,83.83333333,99.33333333,112.4833333,66.91666667,81.96666667,66.8,122.9166667,157.1666667,110.2,117.65,119.9166667,134.7833333,109.2666667,142.1333333,114.1333333,158.1333333,160.1666667,179.6666667,160.3333333,179.85,225.8333333,236.2166667,352.8333333,367.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,36,145.1,124.7166667,117.6333333,87.66666667,87.15,90.51666667,65.26666667,58.23333333,58.03333333,51.2,126,54.8,113.5166667,38.48333333,43.8,106.1,36.56666667,107.3833333,51.26666667,114.9,113.1,40.71666667,41.4,104.0333333,33.58333333,94.53333333,36.65,42.33333333,47.51666667,30,19.66666667,32.91666667,17.01666667,64.91666667,179.6,73.95,0,36.81666667,54.05,21.35,43.91666667,42.46666667,42.71666667,44.8,55.6,43.58333333,57.78333333,31,46.3,57.1,281.2,61.25,49.41666667,58.33333333,47.83333333,60.61666667,55.7,56.13333333,65.9,51.33333333,79.06666667,57.81666667,90.03333333,57.96666667,59.83333333,70,75.51666667,59.96666667,82.18333333,51.85,59.28333333,85.38333333,89.51666667,79,83.76666667,122.75,86.71666667,64.23333333,84.66666667,102.2166667,101.5333333,91.43333333,129.8666667,84.61666667,97.26666667,89.2,95.11666667,95.66666667,97.68333333,97.43333333,133.4333333,109.2833333,145.4666667,225.25,117.5666667,129.0333333,136.8,212.9666667,150.6833333,138.8833333,144.3333333,136.8,157.5333333,406.9,169.9,158.35,173.1,198.4166667,188.4666667,493.4333333,207.5333333,205.6333333,408.3166667,423.85,53.55,144.0666667,124.1833333,140.3,116.4166667,88.76666667,83.11666667,88.75,52,112.6333333,109.9833333,47.5,115.0166667,35.8,93.95,35.11666667,41.08333333,34.6,31.35,54.48333333,54.56666667,73.38333333,185.05,43.88333333,40.75,54.3,55.38333333,86.55,86.85,50.6,63.68333333,68.55,48.36666667,56.21666667,81.88333333,58.18333333,73.7,86.85,121.4166667,64.65,102.1333333,97.28333333,131.5333333,84.56666667,92.01666667,94.28333333,109.15,112.5,116.5,144.8666667,212.65,134.5333333,154.0333333,168.3833333,172.1333333,200.2,210.5833333,407.3333333,421.6833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,37,126.8333333,106.45,99.36666667,69.38333333,80.18333333,70.5,47,39.96666667,39.76666667,32.93333333,101.1166667,36.53333333,88.65,40.7,25.63333333,81.23333333,18.3,82.51666667,33.1,90.03333333,122.15,22.45,23.23333333,79.15,28.55,103.5833333,18.36666667,24.16666667,29.35,17.85,24.86666667,11.63333333,29,41.56666667,188.6333333,73.4,38.35,0,29.18333333,35.58333333,18.66666667,17.55,18.31666667,19.93333333,30.73333333,18.71666667,32.91666667,35.36666667,21.43333333,32.23333333,290.25,36.38333333,48.86666667,33.46666667,22.95,35.75,30.21666667,55.58333333,41.03333333,26.46666667,54.2,32.95,65.15,33.08333333,34.96666667,45.13333333,50.65,35.08333333,57.3,52.18333333,34.41666667,84.83333333,64.65,54.13333333,83.2,122.2,61.85,55.61666667,59.78333333,101.65,76.66666667,66.56666667,105,59.73333333,80.41666667,64.31666667,70.25,70.8,72.8,72.56666667,108.5666667,84.41666667,140.4,224.7,92.7,109.15,130.0333333,212.4166667,125.8166667,114.0166667,119.4666667,111.9333333,132.6666667,406.35,164.1333333,133.4833333,148.2333333,173.55,163.6,502.4833333,182.65,180.7666667,407.7666667,423.2833333,28.66666667,125.8,105.9166667,122.0166667,98.13333333,70.5,64.85,70.48333333,33.71666667,87.75,85.11666667,29.33333333,124.0666667,17.53333333,103,16.83333333,22.91666667,16.45,14.15,36.31666667,36.4,72.83333333,194.1,19.01666667,15.86666667,29.43333333,30.51666667,61.68333333,61.98333333,50.05,38.81666667,43.66666667,23.48333333,55.65,81.33333333,33.31666667,48.83333333,61.96666667,120.85,56.03333333,101.5666667,72.4,106.6666667,59.7,67.15,69.41666667,84.26666667,104.5833333,91.63333333,139.8,212.0833333,109.6666667,129.1666667,157.7333333,147.2666667,175.3333333,185.7166667,406.7833333,421.1333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,38,136.9166667,116.5333333,109.45,79.48333333,96.63333333,86.95,59.11666667,56.41666667,49.85,49.38333333,95.01666667,45.01666667,82.55,57.15,32.33333333,75.13333333,34.75,76.41666667,39.88333333,83.93333333,128.55,38.9,30.18333333,73.05,45,109.9833333,34.81666667,31.13333333,37.36666667,34.3,41.31666667,28.08333333,45.45,16.51666667,195.0333333,79.78333333,54.8,27,0,46.03333333,26.31666667,29.23333333,21.36666667,17.06666667,19.1,25.11666667,23.71666667,41.76666667,28.16666667,28.01666667,296.65,31.68333333,55.26666667,29.85,29.31666667,31.51666667,37.1,61.98333333,34.93333333,28.33333333,48.1,34.8,59.05,34.95,31.16666667,41.21666667,42.01666667,37.73333333,51.2,58.58333333,34.53333333,91.21666667,58.73333333,48.23333333,89.6,128.6,55.93333333,57.46666667,60.03333333,108.05,70.76666667,66.81666667,99.1,59.98333333,80.65,64.56666667,70.48333333,71.03333333,73.05,72.81666667,108.8166667,84.66666667,142.2666667,231.1,92.95,109.4,131.8833333,218.8166667,126.0666667,114.25,119.7166667,112.1833333,132.9,412.75,165.9833333,133.7333333,148.4666667,173.8,163.85,508.8833333,182.9,181,414.1666667,429.6833333,26.31666667,135.8833333,116,138.4666667,108.2333333,80.6,74.95,86.93333333,40.33333333,81.65,79,35.75,130.4666667,33.98333333,109.4,33.28333333,30.81666667,28.13333333,30.6,29.3,18.08333333,79.21666667,200.5,25.41666667,22.26666667,18.26666667,19.81666667,55.58333333,55.88333333,56.45,31.05,33.06666667,29.85,62.05,87.73333333,29.71666667,44,55.86666667,127.25,57.9,107.9666667,66.5,100.75,59.95,67.38333333,69.66666667,84.51666667,106.45,91.86666667,141.6666667,218.4833333,109.9166667,129.4166667,159.6,147.5166667,175.5833333,185.95,413.1833333,427.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,39,141.5166667,121.1333333,114.0666667,84.08333333,94.88333333,85.2,61.68333333,54.66666667,54.45,47.63333333,118.9,51.23333333,106.4333333,35.53333333,40.23333333,99.01666667,32.98333333,100.3,47.7,107.8166667,108.55,37.15,37.81666667,96.93333333,30,89.98333333,33.06666667,38.75,43.93333333,26.41666667,16.08333333,29.33333333,12.4,58.6,175.05,59.8,21.95,33.23333333,46.93333333,0,40.06666667,33.56666667,34.76666667,37.68333333,47.78333333,28.01666667,49.96666667,19.76666667,39.21666667,50.01666667,276.65,54.16666667,35.26666667,51.25,40.73333333,53.53333333,39.45,41.98333333,58.81666667,44.25,71.98333333,50.73333333,82.93333333,50.86666667,52.75,62.91666667,68.43333333,52.86666667,75.08333333,38.58333333,52.2,71.23333333,82.43333333,71.91666667,69.61666667,108.6,79.63333333,47.98333333,77.56666667,88.06666667,94.45,84.35,122.7833333,77.51666667,81.01666667,82.1,88.03333333,88.56666667,90.58333333,90.35,126.35,102.2,131.2,211.1,110.4833333,112.7833333,122.5333333,198.8166667,143.6,131.8,137.25,129.7166667,150.45,392.75,155.6333333,151.2666667,160.5,191.3333333,181.3833333,488.8833333,200.4333333,198.5333333,394.1666667,409.6833333,46.45,140.5,120.6166667,136.7166667,112.8333333,85.2,79.55,85.18333333,48.41666667,105.5333333,102.8833333,43.91666667,110.4666667,32.23333333,89.4,31.53333333,37.5,31.03333333,27.76666667,50.9,51,59.23333333,180.5,29.86666667,29.01666667,46.5,47.58333333,79.46666667,79.76666667,36.45,56.6,60.83333333,41.26666667,42.05,67.73333333,51.1,66.61666667,79.75,107.25,48.41666667,87.98333333,90.18333333,124.4333333,77.48333333,84.93333333,87.2,102.05,98.23333333,109.4166667,130.6,198.4833333,127.45,146.95,152.1333333,159.55,193.1166667,203.4833333,393.1833333,407.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40,129.2333333,108.85,101.7666667,71.78333333,86.16666667,76.46666667,51.43333333,45.93333333,42.16666667,38.9,98.85,37.31666667,86.36666667,46.66666667,25.51666667,78.95,24.26666667,80.23333333,32.98333333,87.76666667,122.2,28.41666667,23.1,76.88333333,34.51666667,103.6333333,24.35,24.03333333,29.23333333,23.83333333,30.85,17.61666667,34.98333333,31.23333333,188.6833333,73.43333333,44.33333333,16.51666667,26.75,39.68333333,0,22.31666667,16.33333333,15.93333333,26.03333333,18.76666667,28.21666667,35.41666667,21.48333333,29.65,290.3,33.78333333,48.9,31.33333333,23,33.15,30.26666667,55.63333333,38.75,26.51666667,51.93333333,32.98333333,62.88333333,33.13333333,32.65,42.85,48.01666667,35.13333333,55.03333333,52.23333333,34.46666667,84.86666667,62.36666667,51.85,83.25,122.2333333,59.56666667,55.66666667,59.83333333,101.7,74.38333333,66.61666667,102.7166667,59.78333333,80.46666667,64.36666667,70.28333333,70.83333333,72.85,72.61666667,108.6166667,84.46666667,140.45,224.75,92.75,109.2,130.0666667,212.45,125.8666667,114.05,119.5166667,111.9833333,132.7,406.3833333,164.1833333,133.5333333,148.2833333,173.6,163.65,502.5333333,182.7,180.8,407.8166667,423.3333333,27.8,128.2,108.3166667,128,100.5333333,72.9,67.25,76.46666667,32.63333333,85.48333333,82.83333333,28.06666667,124.1166667,23.51666667,103.05,22.81666667,23.28333333,20,20.13333333,36.68333333,34.76666667,72.86666667,194.1333333,19.06666667,15.91666667,24.73333333,25.81666667,59.4,59.7,50.08333333,36.41666667,39.08333333,23.53333333,55.7,81.36666667,31.2,46.55,59.7,120.9,56.08333333,101.6166667,70.13333333,104.3833333,59.75,67.18333333,69.46666667,84.31666667,104.6333333,91.66666667,139.85,212.1333333,109.7166667,129.2166667,157.7833333,147.3166667,175.3833333,185.75,406.8333333,421.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
